term,variant,relation_type,lang,confidence,verified_by
Bia,맥주,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Dầu Ăn,Cooking Oil,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Dầu Ăn,식용유,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Rong Biển,Seaweed,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Rong Biển,김·해조류,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Xúc Xích,Sausage,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Xúc Xích,소시지,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Giặt Máy,Machine Wash,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Giặt Máy,세탁기용,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Bữa Sáng,Breakfast,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Bữa Sáng,아침식사,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Có Cồn,Alcoholic,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Có Cồn,알코올 함유,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Kẹo Dẻo,Gummy Candy,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Kẹo Dẻo,젤리 캔디,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Không Đường,Sugar Free,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Không Đường,무설탕,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Trà Gói,Packaged Tea,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Trà Gói,포장 차,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Cà Phê Hòa Tan,Instant Coffee,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Cà Phê Hòa Tan,인스턴트 커피,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Nhật Bản,Japan,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Nhật Bản,일본,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
Sữa Tươi,Fresh Milk,tag,vi,low,"derived from dev tag taxonomy (lotte_tags_vi_en_ko_description_v2.csv, 2026-08-25) - NO per-SKU tag assignment exists yet, matched only via literal substring of the VI tag name inside product titles - needs QA/BA verification + real per-product tag data before use in a real test cycle. Real search-service tag-field boost weight = 0 (ServiceConfig_SearchService.png, 2026-08-25) - tag-dimension queries are NOT expected to rank via tag relevance."
